id,type,name,external_id
attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c,attack-pattern,Forge Web Credentials,T1606
attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493,attack-pattern,Multi-Factor Authentication Request Generation,T1621
attack-pattern--960c3c86-1480-4d72-b4e0-8c242e84a5c5,attack-pattern,Compromise Client Software Binary,T1554
attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3,attack-pattern,Chat Messages,T1552.008
attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,attack-pattern,PowerShell,T1059.001
attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,attack-pattern,Shortcut Modification,T1023
attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c,attack-pattern,Change Default File Association,T1546.001
attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,attack-pattern,VDSO Hijacking,T1055.014
attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091,attack-pattern,Multiband Communication,T1026
attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,attack-pattern,File Transfer Protocols,T1071.002
attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69,attack-pattern,Component Object Model Hijacking,T1122
attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,attack-pattern,Accessibility Features,T1015
attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,attack-pattern,Exploitation for Credential Access,T1212
attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd,attack-pattern,Emond,T1546.014
attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,attack-pattern,One-Way Communication,T1102.003
attack-pattern--9d48cab2-7929-4812-ad22-f536665f0109,attack-pattern,Gather Victim Network Information,T1590
attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,attack-pattern,Exploitation of Remote Services,T1210
attack-pattern--9ddc2534-e91c-4dab-a8f6-43dab81e8142,attack-pattern,Parent PID Spoofing,T1502
attack-pattern--9e09ddb2-1746-4448-9cad-7f8b41777d6d,attack-pattern,Keychain,T1142
attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,attack-pattern,Internal Spearphishing,T1534
attack-pattern--9e80ddfb-ce32-4961-a778-ca6a10cfae72,attack-pattern,Sudo,T1169
attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,attack-pattern,Services File Permissions Weakness,T1574.010
attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,attack-pattern,Registry Run Keys / Startup Folder,T1547.001
attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,attack-pattern,Trusted Relationship,T1199
attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,attack-pattern,Cloud Account,T1136.003
attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,attack-pattern,Local Groups,T1069.001
attack-pattern--a0a189c8-d3bd-4991-bf6f-153d185ee373,attack-pattern,LC_MAIN Hijacking,T1149
attack-pattern--a0e6614a-7740-4b24-bd65-f1bde09fc365,attack-pattern,Search Open Websites/Domains,T1593
attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,attack-pattern,Account Manipulation,T1098
attack-pattern--a127c32c-cbb0-4f9d-be07-881a792408ec,attack-pattern,Mshta,T1170
attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,attack-pattern,Exfiltration Over Alternative Protocol,T1048
attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,attack-pattern,Kernel Modules and Extensions,T1547.006
attack-pattern--a2029942-0a85-4947-b23c-ca434698171d,attack-pattern,GUI Input Capture,T1056.002
attack-pattern--a257ed11-ff3b-4216-8c9d-3938ef57064c,attack-pattern,Pass the Ticket,T1097
attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,attack-pattern,Tool,T1588.002
attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829,attack-pattern,Exfiltration over USB,T1052.001
attack-pattern--a4657bc9-d22f-47d2-a7b7-dd6ec33f3dde,attack-pattern,KernelCallbackTable,T1574.013
attack-pattern--a51eb150-93b1-484b-a503-e51453b127a4,attack-pattern,Search Closed Sources,T1597
attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21,attack-pattern,Systemd Timers,T1053.006
attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,attack-pattern,Phishing,T1566
attack-pattern--a6525aec-acc4-47fe-92f9-b9b4de4b9228,attack-pattern,Graphical User Interface,T1061
attack-pattern--a6557c75-798f-42e4-be70-ab4502e0a3bc,attack-pattern,ROMMONkit,T1542.004
attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,attack-pattern,Compiled HTML File,T1218.001
attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c,attack-pattern,Network Share Connection Removal,T1070.005
attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,attack-pattern,Multi-hop Proxy,T1090.003
attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,attack-pattern,Brute Force,T1110
attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,attack-pattern,Unix Shell,T1059.004
attack-pattern--a9e2cea0-c805-4bf8-9e31-f5f0513a3634,attack-pattern,Outlook Forms,T1137.003
attack-pattern--aa8bfbc9-78dc-41a4-a03b-7453e0fdccda,attack-pattern,Dylib Hijacking,T1157
attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,attack-pattern,Disable or Modify Tools,T1562.001
attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931,attack-pattern,Data Manipulation,T1565
attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d,attack-pattern,Inter-Process Communication,T1559
attack-pattern--ad255bfe-a9e6-4b52-a258-8d3462abe842,attack-pattern,Data Obfuscation,T1001
attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,attack-pattern,Data from Network Shared Drive,T1039
attack-pattern--ae797531-3219-49a4-bccf-324ad7a4c7b2,attack-pattern,Web Services,T1584.006
attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,attack-pattern,Modify System Image,T1601
attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6,attack-pattern,Hijack Execution Flow,T1574
attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,attack-pattern,Indicator Removal from Tools,T1027.005
attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,attack-pattern,Malicious Image,T1204.003
attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,attack-pattern,Valid Accounts,T1078
attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,attack-pattern,Non-Standard Port,T1571
attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,attack-pattern,Social Media Accounts,T1585.001
attack-pattern--b2001907-166b-4d71-bb3c-9d26c871de09,attack-pattern,DLL Side-Loading,T1073
attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,attack-pattern,Process Hollowing,T1055.012
attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,attack-pattern,Exploitation for Privilege Escalation,T1068
attack-pattern--b22e5153-ac28-4cc6-865c-2054e36285cb,attack-pattern,Resource Forking,T1564.009
attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0,attack-pattern,Account Access Removal,T1531
attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,attack-pattern,Credential Stuffing,T1110.004
attack-pattern--b39d03cb-7b98-41c4-a878-c40c1a913dc0,attack-pattern,Kerberoasting,T1208
attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,attack-pattern,Obfuscated Files or Information,T1027
attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,attack-pattern,Multi-Factor Authentication,T1556.006
attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,attack-pattern,Remote Email Collection,T1114.002
attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,attack-pattern,IIS Components,T1505.004
attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,attack-pattern,Invalid Code Signature,T1036.001
attack-pattern--b5327dd1-6bf9-4785-a199-25bcbd1f4a9d,attack-pattern,Run Virtual Instance,T1564.006
attack-pattern--b53dbcc6-147d-48bb-9df4-bcb8bb808ff6,attack-pattern,Trap,T1154
attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,attack-pattern,Password Policy Discovery,T1201
attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,attack-pattern,Event Triggered Execution,T1546
attack-pattern--b63a34e8-0a61-4c97-a23b-bf8a2ed812e2,attack-pattern,Unix Shell Configuration Modification,T1546.004
attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,attack-pattern,Forced Authentication,T1187
attack-pattern--b7dc639b-24cd-482d-a7f1-8897eda21023,attack-pattern,SID-History Injection,T1134.005
attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,attack-pattern,Network Boundary Bridging,T1599
attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,attack-pattern,Data Encrypted for Impact,T1486
attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7,attack-pattern,Disk Content Wipe,T1488
attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7,attack-pattern,Subvert Trust Controls,T1553
attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0,attack-pattern,Elevated Execution with Prompt,T1548.004
attack-pattern--b85f6ce5-81e8-4f36-aff2-3df9d02a9c9d,attack-pattern,Firmware,T1592.003
attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118,attack-pattern,Encrypted Channel,T1573
attack-pattern--b8c5c9dd-a662-479d-9428-ae745872537c,attack-pattern,Password Filter DLL,T1174
attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec,attack-pattern,Authentication Package,T1547.002
attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,attack-pattern,Regsvr32,T1218.010
attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,attack-pattern,Data Compressed,T1002
attack-pattern--ba04e672-da86-4e69-aa15-0eca5db25f43,attack-pattern,Exfiltration to Text Storage Sites,T1567.003
attack-pattern--ba8e391f-14b5-496f-81f2-2d5ecd646c1c,attack-pattern,Credentials in Files,T1081
attack-pattern--baf60e1a-afe5-4d31-830f-1b1ba2351884,attack-pattern,Software,T1592.002
attack-pattern--bb0e0cb5-f3e4-4118-a4cb-6bf13bfbc9f2,attack-pattern,Netsh Helper DLL,T1128
attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,attack-pattern,Input Capture,T1056
attack-pattern--bb5e59c4-abe7-40c7-8196-e373cb1e5974,attack-pattern,Spearphishing Voice,T1566.004
attack-pattern--bbc3cba7-84ae-410d-b18b-16750731dfa2,attack-pattern,Exploits,T1587.004
attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3,attack-pattern,Social Media,T1593.001
attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae,attack-pattern,Component Object Model Hijacking,T1546.015
attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161,attack-pattern,Credentials,T1589.001
attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,attack-pattern,Compromise Software Supply Chain,T1195.002
attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,attack-pattern,Rename System Utilities,T1036.003
attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,attack-pattern,Bidirectional Communication,T1102.002
attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,attack-pattern,Exploitation for Client Execution,T1203
attack-pattern--bed04f7d-e48a-4e76-bd0f-4c57fe31fc46,attack-pattern,Wordlist Scanning,T1595.003
attack-pattern--bef8aaee-961d-4359-a308-4c2182bcedff,attack-pattern,Spoof Security Alerting,T1562.011
attack-pattern--bf147104-abf9-4221-95d1-e81585859441,attack-pattern,Outlook Home Page,T1137.004
attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,attack-pattern,Asymmetric Cryptography,T1573.002
attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,attack-pattern,Exfiltration to Cloud Storage,T1567.002
attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,attack-pattern,Lateral Tool Transfer,T1570
attack-pattern--bf96a5a3-3bce-43b7-8597-88545984c07b,attack-pattern,Path Interception by Unquoted Path,T1574.009
attack-pattern--c071d8c1-3b3a-4f22-9407-ca4e96921069,attack-pattern,Install Digital Certificate,T1608.003
attack-pattern--c0a384a4-9a25-40e1-97b6-458388474bc8,attack-pattern,Local Job Scheduling,T1168
attack-pattern--c0df6533-30ee-4a4a-9c6d-17af5abdf0b2,attack-pattern,Setuid and Setgid,T1166
attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f,attack-pattern,Startup Items,T1037.005
attack-pattern--c16e5409-ee53-4d79-afdc-4099dc9292df,attack-pattern,Web Shell,T1100
attack-pattern--c1a452f3-6499-4c12-b7e9-a6a0a102af76,attack-pattern,Process Doppelgänging,T1186
attack-pattern--c1b11bf7-c68e-4fbf-a95b-28efbe7953bb,attack-pattern,SSH Hijacking,T1184
attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,attack-pattern,System Language Discovery,T1614.001
attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,attack-pattern,Non-Application Layer Protocol,T1095
attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff,attack-pattern,Pass the Hash,T1075
attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,attack-pattern,Steganography,T1027.003
attack-pattern--c2f59d25-87fe-44aa-8f83-e8e59d077bf5,attack-pattern,DNS Server,T1584.002
attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,attack-pattern,Protocol Impersonation,T1001.003
attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,attack-pattern,Query Registry,T1012
attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,attack-pattern,Data Transfer Size Limits,T1030
attack-pattern--c3bce4f4-9795-46c6-976e-8676300bbc39,attack-pattern,Windows Remote Management,T1028
attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,attack-pattern,Web Session Cookie,T1550.004
attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,attack-pattern,Domain Accounts,T1078.002
attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,attack-pattern,Regsvcs/Regasm,T1218.009
attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02,attack-pattern,Path Interception,T1034
attack-pattern--c5e31fb5-fcbd-48a4-af8c-5a6ed5b932e5,attack-pattern,Web Session Cookie,T1506
attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839,attack-pattern,Install Root Certificate,T1553.004
attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99,attack-pattern,Network Logon Script,T1037.003
attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,attack-pattern,Endpoint Denial of Service,T1499
attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,attack-pattern,Compile After Delivery,T1027.004
attack-pattern--c848fcf7-6b62-4bde-8216-b6c157d48da0,attack-pattern,Uncommonly Used Port,T1065
attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,attack-pattern,System Location Discovery,T1614
attack-pattern--c898c4b5-bf36-4e6e-a4ad-5b8c4c13e35b,attack-pattern,VBA Stomping,T1564.007
attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,attack-pattern,BITS Jobs,T1197
attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,attack-pattern,MSBuild,T1127.001
attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada,attack-pattern,Impersonation,T1656
attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,attack-pattern,Modify Cloud Compute Configurations,T1578.005
attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be,attack-pattern,Bypass User Account Control,T1088
attack-pattern--ca205a36-c1ad-488b-aa6c-ab34bdd3a36b,attack-pattern,Runtime Data Manipulation,T1494
attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2,attack-pattern,Domain Fronting,T1090.004
attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213,attack-pattern,ARP Cache Poisoning,T1557.002
attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d,attack-pattern,Disable or Modify Cloud Logs,T1562.008
attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,attack-pattern,Security Software Discovery,T1518.001
attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,attack-pattern,Hidden Window,T1564.003
attack-pattern--cc1e737c-236c-4e3b-83ba-32039a626ef8,attack-pattern,Transmitted Data Manipulation,T1493
attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,attack-pattern,Python,T1059.006
attack-pattern--cc723aff-ec88-40e3-a224-5af9fd983cc4,attack-pattern,Identify Roles,T1591.004
attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,attack-pattern,Data Encoding,T1132
attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd,attack-pattern,AppInit DLLs,T1546.010
attack-pattern--cca0ccb6-a068-4574-a722-b1556f86833a,attack-pattern,Phishing for Information,T1598
attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,attack-pattern,Resource Hijacking,T1496
attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,attack-pattern,Establish Accounts,T1585
attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1,attack-pattern,Obtain Capabilities,T1588
attack-pattern--ce4b7013-640e-48a9-b501-d0025a95f4bf,attack-pattern,Screensaver,T1546.002
attack-pattern--ce73ea43-8e77-47ba-9c11-5e9c9c58b9ff,attack-pattern,Hidden Users,T1147
attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,attack-pattern,Create Cloud Instance,T1578.002
attack-pattern--cf7b3a06-8b42-4c33-bbe9-012120027925,attack-pattern,Compile After Delivery,T1500
attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561,attack-pattern,Cloud Secrets Management Stores,T1555.006
attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3,attack-pattern,Code Repositories,T1213.003
attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6,attack-pattern,Transmitted Data Manipulation,T1565.002
attack-pattern--d0b4fcdb-d67d-4ed2-99ce-788b12f8c0f4,attack-pattern,/etc/passwd and /etc/shadow,T1003.008
attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584,attack-pattern,Launch Agent,T1543.001
attack-pattern--d157f9d2-d09a-4efa-bb2a-64963f94e253,attack-pattern,System Services,T1569
attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,attack-pattern,Windows Command Shell,T1059.003
attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591,attack-pattern,Proc Memory,T1055.009
attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a,attack-pattern,Compiled HTML File,T1223
attack-pattern--d21bb61f-08ad-4dc1-b001-81ca6cb79954,attack-pattern,Acquire Access,T1650
attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,attack-pattern,Patch System Image,T1601.001
attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27,attack-pattern,Silver Ticket,T1558.002
attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,attack-pattern,Data from Information Repositories,T1213
attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,attack-pattern,Clear Persistence,T1070.009
attack-pattern--d3046a90-580c-4004-8208-66915bc29830,attack-pattern,Clear Command History,T1146
attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447,attack-pattern,Windows Credential Manager,T1555.004
attack-pattern--d376668f-b208-42de-b1f5-fdfe0ad4b753,attack-pattern,Emond,T1519
attack-pattern--d3df754e-997b-4cf9-97d4-70feb3120847,attack-pattern,Spearphishing via Service,T1194
attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9,attack-pattern,Hardware Additions,T1200
attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,attack-pattern,Server Software Component,T1505
attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,attack-pattern,Data Destruction,T1485
attack-pattern--d467bc38-284b-4a00-96ac-125f447799fc,attack-pattern,Non-Standard Encoding,T1132.002
attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,attack-pattern,Domain Controller Authentication,T1556.001
attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6,attack-pattern,Transfer Data to Cloud Account,T1537
attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,attack-pattern,HTML Smuggling,T1027.006
attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48,attack-pattern,Reversible Encryption,T1556.005
attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,attack-pattern,Command Obfuscation,T1027.010
attack-pattern--d519cfd5-f3a8-43a9-a846-ed0bb40672b1,attack-pattern,Install Root Certificate,T1130
attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638,attack-pattern,Data Encrypted,T1022
attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,attack-pattern,File Deletion,T1070.004
attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,attack-pattern,Drive-by Compromise,T1189
attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,attack-pattern,Network Denial of Service,T1498
attack-pattern--d94b3ae9-8059-4989-8e9f-ea0f601f80a7,attack-pattern,Cloud Administration Command,T1651
attack-pattern--da051493-ae9c-4b1b-9760-c009c46c9b56,attack-pattern,Installer Packages,T1546.016
attack-pattern--db8f5003-3b20-48f0-9b76-123e44208120,attack-pattern,Scanning IP Blocks,T1595.001
attack-pattern--dc27c2ec-c5f9-4228-ba57-d67b590bda93,attack-pattern,Hidden Files and Directories,T1158
attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,attack-pattern,Template Injection,T1221
attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211,attack-pattern,RC Scripts,T1037.004
attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48,attack-pattern,Access Token Manipulation,T1134
attack-pattern--dce31a00-1e90-4655-b0f9-e2e71a748a87,attack-pattern,Time Providers,T1209
attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49,attack-pattern,Multi-Factor Authentication Interception,T1111
attack-pattern--dd901512-6e37-4155-943b-453e3777b125,attack-pattern,Launch Agent,T1159
attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,attack-pattern,Software Packing,T1027.002
attack-pattern--df1bc34d-1634-4c93-b89e-8120994fce77,attack-pattern,Serverless,T1584.007
attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,attack-pattern,Web Protocols,T1071.001
attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,attack-pattern,Visual Basic,T1059.005
attack-pattern--dfebc3b7-d19d-450b-81c7-6dafe4184c04,attack-pattern,Hidden File System,T1564.005
attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b,attack-pattern,Systemd Service,T1543.002
attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c,attack-pattern,RDP Hijacking,T1563.002
attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,attack-pattern,Create Account,T1136
attack-pattern--e0232cb0-ded5-4c2e-9dc7-2893142a5c11,attack-pattern,XDG Autostart Entries,T1547.013
attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5,attack-pattern,Server,T1584.004
attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,attack-pattern,Cloud Service Discovery,T1526
attack-pattern--e2907cea-4b43-4ed7-a570-0fdf0fbeea00,attack-pattern,Space after Filename,T1151
attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,attack-pattern,Remote System Discovery,T1018
attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,attack-pattern,Network Service Discovery,T1046
attack-pattern--e3b168bd-fcd7-439e-9382-2e6c2f63514d,attack-pattern,Domain Properties,T1590.001
attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,attack-pattern,Software Discovery,T1518
attack-pattern--e49920b0-6c54-40c1-9571-73723653205f,attack-pattern,Cloud Service Dashboard,T1538
attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,attack-pattern,Thread Local Storage,T1055.005
attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,attack-pattern,Debugger Evasion,T1622
attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,attack-pattern,Space after Filename,T1036.006
attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e,attack-pattern,Re-opened Applications,T1547.007
attack-pattern--e5d550f3-2202-4634-85f2-4a200a1d49b3,attack-pattern,SEO Poisoning,T1608.006
attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,attack-pattern,Pass the Hash,T1550.002
attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549,attack-pattern,Exfiltration Over Physical Medium,T1052
attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b,attack-pattern,DLL Side-Loading,T1574.002
attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,attack-pattern,Ingress Tool Transfer,T1105
attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,attack-pattern,Additional Email Delegate Permissions,T1098.002
attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,attack-pattern,Code Signing Certificates,T1588.003
attack-pattern--e7eab98d-ae11-4491-bd28-a53ba875865a,attack-pattern,Network Share Connection Removal,T1126
attack-pattern--e848506b-8484-4410-8017-3d235a52f5b3,attack-pattern,Serverless Execution,T1648
attack-pattern--e906ae4d-1d3a-4675-be23-22f7311c0da4,attack-pattern,Windows Management Instrumentation Event Subscription,T1084
attack-pattern--e99ec083-abdd-48de-ad87-4dbf6f8ba2a4,attack-pattern,Launch Daemon,T1160
attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,attack-pattern,Ptrace System Calls,T1055.008
attack-pattern--ea071aa0-8f17-416f-ab0d-2bab7e79003d,attack-pattern,Power Settings,T1653
attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,attack-pattern,Dynamic API Resolution,T1027.007
attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,attack-pattern,Remote Desktop Protocol,T1021.001
attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,attack-pattern,Logon Script (Windows),T1037.001
attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,attack-pattern,ListPlanting,T1055.015
attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,attack-pattern,Domain Policy Modification,T1484
attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,attack-pattern,XSL Script Processing,T1220
attack-pattern--ec4be82f-940c-4dcb-87fe-2bbdd17c692f,attack-pattern,Scan Databases,T1596.005
attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,attack-pattern,Hidden Files and Directories,T1564.001
attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1,attack-pattern,Create Snapshot,T1578.001
attack-pattern--ed730f20-0e44-48b9-85f8-0e2adeb76867,attack-pattern,Determine Physical Locations,T1591.001
