source_dataset,source_object_id,source_object_external_id,source_object_name,source_object_type,relationship,target_object_id,target_object_external_id,target_object_name,target_object_type,target_dataset
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,T1599,Network Boundary Bridging,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,T1204,User Execution,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,T1204.002,Malicious File,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--59ff91cd-1430-4075-8563-e6f15f4f9ff5,T1557.003,DHCP Spoofing,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,T1070.007,Clear Network Connection History and Configurations,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--438c967d-3996-4870-bfc2-3954752a1927,T1070.008,Clear Mailbox Data,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,T1070.009,Clear Persistence,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--da051493-ae9c-4b1b-9760-c009c46c9b56,T1546.016,Installer Packages,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--ffe59ad3-ad9b-4b9f-b74f-5beb3c309dc1,T1564.010,Process Argument Spoofing,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--a4657bc9-d22f-47d2-a7b7-dd6ec33f3dde,T1574.013,KernelCallbackTable,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,T1622,Debugger Evasion,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,mitigates,attack-pattern--7d20fff9-8751-404e-badd-ccd71bda0236,T1647,Plist File Modification,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--e98c8d4b-661f-4358-88b8-225bc0a51d5b,AC-2,Account Management,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--10d7143c-3c45-444e-bde1-573abdc7a176,CP-2,Contingency Plan,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--5a92043d-554b-4328-84f3-a6fbd828c9a0,CP-4,Contingency Plan Testing,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--801b65e6-d402-4b73-bea2-b5d0c6ea0a7f,IR-4,Incident Handling,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--55de7dca-1423-4077-b000-004b9acd30f7,IR-7,Incident Response Assistance,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--fba0012f-d678-4543-b2a0-0d06b4ccc11c,IR-9,Information Spillage Response,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--a08cc544-d6c8-453f-847f-0e25ef0ba121,PE-6,Monitoring Physical Access,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--9bbfa8c1-f72b-4b09-8a5f-b9941f31af58,PL-2,System Security and Privacy Plans,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--c4864ce4-28bc-43b4-99b6-116f69b40f90,SA-15,"Development Process, Standards, and Tools",course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--038b9c15-fd6b-4d8f-84d0-2db2f2f02cea,IR-8,Incident Response Plan,course-of-action,related-to,course-of-action--a3776475-a112-4dcd-bcf8-f8367ecbb785,SR-8,Notification Agreements,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--e98c8d4b-661f-4358-88b8-225bc0a51d5b,AC-2,Account Management,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--4fe8894c-8cf3-49f6-9e91-cff511e155dc,AC-3,Access Enforcement,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--b1389a08-464a-40a3-9a29-4496f4c6b3a6,AC-4,Information Flow Enforcement,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--683f086a-22e1-4769-9f49-c2f99d5d4562,AC-8,System Use Notification,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--eedd72e7-5e15-4449-a671-04c80a9a0073,AC-17,Remote Access,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--6bb18c2e-0a97-4419-8b15-5ab16f9e011d,AU-2,Event Logging,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--779c424e-20a1-46a8-9a1e-c2e8e48fdcdd,AU-6,"Audit Record Review, Analysis, and Reporting",course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--61d51160-6add-40a6-bd2a-5e61702a46d3,AU-7,Audit Record Reduction and Report Generation,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--a583c0f6-64e7-440a-b213-5e01d80d9c45,AU-9,Protection of Audit Information,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--8d2898aa-9e76-4144-8d2d-fd15a48b480b,AU-12,Audit Record Generation,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--b765ff37-3603-44a3-bef0-c28d1e05d578,AU-13,Monitoring for Information Disclosure,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--664ef85f-12f4-439b-a384-bf99dab29cf3,AU-14,Session Audit,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--c664c247-cc54-4a72-9428-782afacc3cae,CA-7,Continuous Monitoring,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--64a899bd-f370-4334-9532-95ad52bcb90b,CM-3,Configuration Change Control,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--ec3c6c0f-0d7f-4b56-820f-726a978c84d0,CM-6,Configuration Settings,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--45bec11f-0406-422e-ad6c-188dc6645814,CM-8,System Component Inventory,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--eb11e657-06b5-42f5-834f-153cd93d656b,CM-11,User-installed Software,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--cee350fc-712b-42c9-810d-d747c608379f,IA-10,Adaptive Authentication,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--801b65e6-d402-4b73-bea2-b5d0c6ea0a7f,IR-4,Incident Handling,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--b8459298-6ce9-4507-a421-e4eb8a5fb387,MA-3,Maintenance Tools,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--2babe0be-f6ec-475c-991e-3352d518587f,MA-4,Nonlocal Maintenance,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--55775b69-0c2e-4c54-9cd5-db2a49593d2b,PL-9,Central Management,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--a159b4fd-606c-4e0a-9f67-7d862b24fddd,PM-12,Insider Threat Program,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--125172c6-5549-4987-9f83-186c761125e2,RA-5,Vulnerability Monitoring and Scanning,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--7dc56ef8-9a41-4bb1-bf08-fd59f4adc7a2,RA-10,Threat Hunting,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--e65ea174-9411-4458-89d2-d37d7f77cad2,SC-5,Denial-of-service Protection,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--8355331b-99c4-4eaa-a756-60b22d6822cf,SC-7,Boundary Protection,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--4fe40d45-2963-42bc-bdfe-83a16d044dec,SC-18,Mobile Code,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--c0a95146-3731-4bef-9529-b8535be28f6c,SC-26,Decoys,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--bbb2a341-f440-4a76-b82a-4206fb54e637,SC-31,Covert Channel Analysis,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--22faae7f-c320-4f2a-a05d-c9c4e0e8b8b9,SC-35,External Malicious Code Identification,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--0e4e319b-bf8f-41bd-afb8-4980ad2c4d35,SC-36,Distributed Processing and Storage,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--8d5bbc60-ddfd-4d7f-b869-8c0304237bda,SC-37,Out-of-band Channels,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--c1844717-06fd-450e-8b17-7cc5c0518911,SC-43,Usage Restrictions,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--ebd31d39-4521-44f5-90f7-a965ae0f9202,SI-3,Malicious Code Protection,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--e34eb1b1-8734-46ba-80dd-36114442dca5,SI-6,Security and Privacy Function Verification,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--12dc1a7a-0b80-44bc-833c-cb882954bb84,SI-7,"Software, Firmware, and Information Integrity",course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--75868f39-def9-4f20-a105-1e86dfc5b7c5,SR-9,Tamper Resistance and Detection,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,related-to,course-of-action--dee6e5af-e2c7-4a79-9714-5dacb4671cc6,SR-10,Inspection of Systems or Components,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87,T1011,Exfiltration Over Other Network Medium,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd,T1011.001,Exfiltration Over Bluetooth,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,T1020.001,Traffic Duplication,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,T1021.001,Remote Desktop Protocol,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,T1027,Obfuscated Files or Information,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,T1027.002,Software Packing,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0,T1037.002,Login Hook,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f,T1037.005,Startup Items,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,T1047,Windows Management Instrumentation,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,T1053,Scheduled Task/Job,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,T1053.002,At,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,T1053.003,Cron,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,T1053.005,Scheduled Task,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,T1059,Command and Scripting Interpreter,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,T1059.001,PowerShell,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb,T1059.002,AppleScript,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,T1059.005,Visual Basic,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--818302b2-d640-477b-bf88-873120ce85c4,T1059.008,Network Device CLI,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,T1070,Indicator Removal,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,T1070.001,Clear Windows Event Logs,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,T1070.003,Clear Command History,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,T1078.002,Domain Accounts,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,T1078.004,Cloud Accounts,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,T1095,Non-Application Layer Protocol,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,T1098,Account Manipulation,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--8a2f40cf-8325-47f9-96e4-b1ca4c7389bd,T1098.001,Additional Cloud Credentials,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,T1098.002,Additional Email Delegate Permissions,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,T1098.003,Additional Cloud Roles,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,T1098.004,SSH Authorized Keys,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,T1105,Ingress Tool Transfer,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,T1106,Native API,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,T1129,Shared Modules,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8,T1176,Browser Extensions,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,T1189,Drive-by Compromise,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,T1190,Exploit Public-Facing Application,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,T1197,BITS Jobs,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,T1203,Exploitation for Client Execution,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,T1205,Traffic Signaling,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,T1205.001,Port Knocking,attack-pattern,mitre-attack-enterprise
nist-sp-800-53-r5,course-of-action--642ebc53-fda4-4124-8a75-cafe6fb34289,SI-4,System Monitoring,course-of-action,mitigates,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,T1210,Exploitation of Remote Services,attack-pattern,mitre-attack-enterprise
